workclass,race,sex,native-country,income,age_range,hours-per-week_range,education-degree
private,white,female,united-states,<=50k,30-45,21-40,HS-College
,white,male,united-states,<=50k,60-75,21-40,MiddleSchool
private,white,female,united-states,>50k,45-60,41-60,Assoc
local-gov,white,male,united-states,<=50k,15-30,61-80,Bach
private,white,male,united-states,>50k,30-45,41-60,Mast
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,45-60,21-40,HS-College
,white,male,united-states,<=50k,60-75,21-40,HS-College
private,white,male,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,>50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,male,united-states,<=50k,15-30,21-40,HS-College
,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,30-45,21-40,Bach
local-gov,white,male,,>50k,45-60,21-40,Mast
private,white,male,united-states,>50k,45-60,41-60,MiddleSchool
private,white,female,united-states,<=50k,45-60,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
,white,female,united-states,<=50k,15-30,0-20,HS-College
private,white,male,united-states,<=50k,15-30,41-60,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,30-45,21-40,HS-College
,white,female,united-states,<=50k,15-30,0-20,HS-College
local-gov,white,female,united-states,<=50k,15-30,21-40,Bach
,white,female,united-states,<=50k,45-60,0-20,Assoc
private,white,female,united-states,<=50k,30-45,61-80,HS-College
private,white,male,united-states,<=50k,30-45,61-80,Bach
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,Bach
private,black,female,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,male,united-states,<=50k,45-60,21-40,HS-College
private,white,male,mexico,<=50k,15-30,21-40,HS-College
self-emp-not-inc,white,male,united-states,>50k,45-60,21-40,Assoc
,black,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,45-60,21-40,HS-College
,white,female,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,<=50k,60-75,21-40,Bach
local-gov,black,male,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,>50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,60-75,21-40,HS-College
private,asian-pac-islander,female,hong,<=50k,15-30,21-40,Bach
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,45-60,21-40,HS-College
private,asian-pac-islander,female,philippines,>50k,30-45,21-40,Bach
private,white,male,united-states,>50k,30-45,61-80,Mast
self-emp-not-inc,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
state-gov,white,male,united-states,<=50k,15-30,0-20,Bach
private,white,female,united-states,<=50k,30-45,41-60,Bach
state-gov,white,female,united-states,>50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,60-75,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,other,female,cuba,<=50k,15-30,0-20,Assoc
,white,male,united-states,<=50k,45-60,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,female,united-states,<=50k,60-75,21-40,HS-College
private,white,female,united-states,>50k,15-30,21-40,Bach
self-emp-not-inc,white,male,united-states,>50k,30-45,21-40,Bach
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,41-60,Bach
private,white,male,united-states,>50k,45-60,21-40,Assoc
private,white,female,united-states,<=50k,30-45,81-100,Mast
local-gov,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
,amer-indian-eskimo,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,45-60,21-40,Bach
private,black,male,united-states,>50k,30-45,21-40,HS-College
private,black,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,60-75,21-40,Assoc
private,white,male,poland,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,black,female,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,female,united-states,<=50k,30-45,21-40,Assoc
self-emp-not-inc,white,male,united-states,>50k,30-45,81-100,HS-College
self-emp-inc,white,male,united-states,<=50k,45-60,21-40,Assoc
private,white,male,united-states,>50k,45-60,41-60,Mast
local-gov,white,male,mexico,>50k,30-45,21-40,Assoc
private,black,female,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,Assoc
federal-gov,white,male,,>50k,30-45,21-40,Bach
self-emp-inc,white,male,united-states,<=50k,15-30,41-60,Assoc
state-gov,amer-indian-eskimo,male,united-states,<=50k,45-60,21-40,MiddleSchool
,white,female,united-states,<=50k,15-30,0-20,MiddleSchool
private,white,female,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,>50k,30-45,41-60,Assoc
private,white,female,united-states,<=50k,45-60,21-40,HS-College
self-emp-not-inc,white,male,united-states,<=50k,15-30,21-40,HS-College
,black,female,united-states,<=50k,60-75,21-40,Assoc
federal-gov,amer-indian-eskimo,female,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,male,ecuador,>50k,30-45,41-60,HS-College
,other,male,columbia,<=50k,45-60,0-20,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Bach
private,white,female,united-states,<=50k,30-45,21-40,Bach
self-emp-inc,white,male,united-states,>50k,15-30,41-60,Mast
self-emp-not-inc,white,male,united-states,>50k,60-75,21-40,Mast
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,asian-pac-islander,male,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,>50k,30-45,41-60,Bach
private,white,female,united-states,<=50k,15-30,0-20,Assoc
local-gov,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,41-60,HS-College
local-gov,white,female,united-states,<=50k,30-45,41-60,Bach
private,black,female,united-states,<=50k,30-45,21-40,Assoc
private,white,female,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,30-45,61-80,Bach
local-gov,black,female,united-states,<=50k,30-45,21-40,HS-College
state-gov,white,male,united-states,>50k,30-45,21-40,HS-College
private,other,male,japan,>50k,30-45,21-40,Bach
private,white,male,united-states,<=50k,45-60,21-40,HS-College
private,white,male,mexico,<=50k,30-45,41-60,Elementary
private,white,male,united-states,>50k,30-45,21-40,HS-College
private,black,male,united-states,<=50k,15-30,21-40,Bach
self-emp-not-inc,white,male,united-states,>50k,60-75,81-100,HS-College
private,white,female,united-states,<=50k,15-30,41-60,HS-College
private,white,female,united-states,<=50k,45-60,21-40,Assoc
private,white,male,united-states,<=50k,15-30,41-60,HS-College
federal-gov,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
local-gov,white,female,united-states,<=50k,15-30,21-40,Bach
private,white,female,united-states,<=50k,15-30,41-60,Bach
self-emp-not-inc,white,male,united-states,>50k,45-60,41-60,Bach
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
state-gov,black,female,united-states,<=50k,30-45,21-40,Bach
private,white,female,united-states,<=50k,45-60,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
state-gov,white,male,united-states,>50k,45-60,21-40,Bach
private,white,male,,<=50k,30-45,21-40,Elementary
,white,female,united-states,<=50k,15-30,0-20,HS-College
private,white,female,united-states,<=50k,30-45,21-40,Bach
self-emp-not-inc,white,female,united-states,>50k,30-45,41-60,Bach
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,45-60,21-40,HS-College
,white,male,united-states,<=50k,45-60,21-40,Assoc
local-gov,white,female,united-states,<=50k,60-75,21-40,Mast
state-gov,white,male,united-states,<=50k,15-30,21-40,Assoc
,white,male,united-states,<=50k,30-45,41-60,MiddleSchool
state-gov,white,female,united-states,>50k,30-45,41-60,Mast
local-gov,white,female,united-states,<=50k,30-45,21-40,Mast
private,asian-pac-islander,female,india,>50k,15-30,21-40,Bach
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,>50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,15-30,61-80,Mast
private,white,male,united-states,<=50k,30-45,21-40,Mast
local-gov,white,male,united-states,<=50k,30-45,41-60,Mast
private,white,male,united-states,>50k,30-45,21-40,Bach
private,white,male,united-states,>50k,45-60,21-40,HS-College
private,white,male,cuba,<=50k,30-45,21-40,Elementary
state-gov,white,female,united-states,<=50k,30-45,0-20,HS-College
private,white,female,united-states,>50k,45-60,21-40,Assoc
private,white,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,45-60,41-60,Bach
private,white,male,united-states,<=50k,30-45,41-60,MiddleSchool
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
state-gov,black,male,united-states,<=50k,30-45,21-40,Bach
local-gov,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,15-30,41-60,HS-College
private,white,male,united-states,>50k,45-60,21-40,Bach
private,white,male,united-states,<=50k,30-45,41-60,HS-College
local-gov,white,male,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,portugal,<=50k,45-60,21-40,Elementary
private,white,male,united-states,<=50k,45-60,21-40,Elementary
private,white,male,united-states,>50k,30-45,21-40,Bach
private,black,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
self-emp-not-inc,white,male,united-states,<=50k,45-60,41-60,Mast
private,black,female,jamaica,<=50k,45-60,41-60,HS-College
state-gov,amer-indian-eskimo,male,united-states,>50k,30-45,21-40,Bach
self-emp-not-inc,white,male,germany,<=50k,15-30,41-60,Assoc
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,black,female,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,female,united-states,<=50k,30-45,21-40,Bach
private,white,male,united-states,>50k,60-75,21-40,Mast
self-emp-not-inc,white,male,united-states,>50k,45-60,0-20,Bach
private,asian-pac-islander,male,india,<=50k,15-30,0-20,Mast
private,white,female,united-states,<=50k,45-60,21-40,Bach
private,white,male,united-states,>50k,45-60,41-60,HS-College
self-emp-not-inc,white,male,united-states,<=50k,30-45,21-40,Assoc
private,black,male,united-states,<=50k,30-45,41-60,HS-College
private,white,male,united-states,<=50k,45-60,21-40,HS-College
private,black,male,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,30-45,21-40,Bach
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,30-45,21-40,Assoc
private,white,male,nicaragua,<=50k,15-30,21-40,HS-College
local-gov,white,male,united-states,<=50k,45-60,21-40,HS-College
private,black,female,united-states,<=50k,45-60,41-60,Assoc
federal-gov,white,female,united-states,>50k,45-60,41-60,Mast
private,white,male,united-states,>50k,45-60,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,30-45,61-80,Assoc
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,30-45,41-60,Bach
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,female,cuba,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,15-30,0-20,Assoc
private,black,male,germany,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,black,female,united-states,<=50k,15-30,0-20,HS-College
,white,female,united-states,<=50k,15-30,0-20,HS-College
local-gov,white,male,united-states,<=50k,15-30,41-60,MiddleSchool
federal-gov,white,female,united-states,<=50k,15-30,21-40,Bach
private,white,female,united-states,<=50k,15-30,41-60,Bach
private,white,male,united-states,>50k,15-30,41-60,Assoc
private,white,male,,<=50k,15-30,0-20,MiddleSchool
state-gov,black,female,united-states,<=50k,45-60,21-40,Bach
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,HS-College
self-emp-not-inc,white,male,cuba,<=50k,30-45,21-40,MiddleSchool
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,60-75,0-20,Bach
private,white,female,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,30-45,21-40,Bach
private,black,female,united-states,<=50k,30-45,21-40,Assoc
private,white,female,united-states,<=50k,45-60,21-40,Bach
private,white,male,united-states,>50k,30-45,61-80,Mast
private,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,male,united-states,<=50k,15-30,0-20,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,HS-College
state-gov,white,male,united-states,>50k,60-75,21-40,Postmaster
self-emp-not-inc,white,male,united-states,<=50k,60-75,21-40,HS-College
private,white,female,mexico,<=50k,15-30,41-60,Assoc
private,white,male,united-states,>50k,45-60,21-40,HS-College
self-emp-inc,white,male,,>50k,45-60,41-60,Assoc
private,white,male,united-states,<=50k,15-30,61-80,HS-College
private,white,male,mexico,<=50k,30-45,21-40,Elementary
self-emp-not-inc,asian-pac-islander,male,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,45-60,0-20,HS-College
private,black,male,united-states,<=50k,15-30,0-20,MiddleSchool
private,white,male,united-states,>50k,30-45,41-60,HS-College
private,white,female,united-states,<=50k,15-30,21-40,Assoc
,black,female,united-states,<=50k,15-30,21-40,HS-College
self-emp-not-inc,white,male,united-states,<=50k,45-60,41-60,HS-College
local-gov,white,male,united-states,>50k,30-45,41-60,Bach
private,white,female,united-states,<=50k,15-30,21-40,Bach
private,white,male,united-states,<=50k,15-30,0-20,Bach
private,black,male,united-states,<=50k,30-45,21-40,HS-College
private,black,female,united-states,>50k,45-60,21-40,MiddleSchool
self-emp-inc,white,male,united-states,<=50k,30-45,41-60,Bach
federal-gov,amer-indian-eskimo,male,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,philippines,>50k,30-45,41-60,HS-College
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,30-45,41-60,Assoc
private,white,male,united-states,>50k,45-60,61-80,Mast
private,white,female,united-states,<=50k,30-45,41-60,HS-College
,white,male,united-states,<=50k,60-75,0-20,HS-College
private,white,male,united-states,>50k,30-45,41-60,Assoc
private,other,female,united-states,<=50k,15-30,21-40,HS-College
state-gov,white,female,united-states,>50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,60-75,41-60,Bach
private,white,male,united-states,<=50k,60-75,0-20,Assoc
private,black,male,united-states,<=50k,30-45,21-40,HS-College
private,black,male,united-states,>50k,60-75,41-60,Bach
private,white,female,united-states,<=50k,30-45,21-40,Mast
private,white,female,united-states,<=50k,30-45,41-60,HS-College
